日期,進站人數,離站人數
20220101,8645,8526
20220102,6744,6897
20220103,6677,6670
20220104,6481,6011
20220105,6772,6249
20220106,6522,5935
20220107,7457,7109
20220108,5948,5784
20220109,5509,5494
20220110,6433,6099
20220111,6021,5708
20220112,6275,5873
20220113,6259,5803
20220114,7321,6726
20220115,5914,5794
20220116,5239,5038
20220117,5964,5844
20220118,5972,5597
20220119,6223,5741
20220120,6791,6309
20220121,6619,5960
20220122,5866,5271
20220123,4619,4287
20220124,5934,5458
20220125,6094,5463
20220126,6221,5704
20220127,6571,5692
20220128,6379,5870
20220129,4274,4101
20220130,3290,3235
20220131,3283,3613
20220201,4246,3723
20220202,5445,5128
20220203,4482,4088
20220204,4794,4520
20220205,5408,5232
20220206,5068,5030
20220207,6431,6085
20220208,5983,5657
20220209,5881,5740
20220210,6042,5708
20220211,7134,6720
20220212,5665,5476
20220213,5204,4874
20220214,6067,5767
20220215,6184,5833
20220216,6303,6027
20220217,6095,5719
20220218,6580,6381
20220219,4935,4875
20220220,4063,4225
20220221,5932,5631
20220222,5858,5514
20220223,5942,5527
20220224,6372,5858
20220225,8219,7685
20220226,8733,8162
20220227,9342,8411
20220228,8477,8211
20220301,6801,6664
20220302,6520,6071
20220303,6512,6126
20220304,8061,7471
20220305,7729,7371
20220306,5923,5663
20220307,6212,5939
20220308,6652,6413
20220309,6933,6600
20220310,7280,6755
20220311,8616,7865
20220312,8447,7943
20220313,7562,7309
20220314,7002,6628
20220315,6670,6304
20220316,6985,6748
20220317,6910,6585
20220318,7914,7404
20220319,7849,7497
20220320,7307,7045
20220321,6872,6549
20220322,6339,5939
20220323,6176,5910
20220324,6778,6510
20220325,8040,7520
20220326,6411,6120
20220327,4923,4693
20220328,6197,5585
20220329,5955,5594
20220330,6315,5588
20220331,6096,5242
20220401,6378,5911
20220402,3784,3510
20220403,3407,3132
20220404,4237,4240
20220405,4537,4025
20220406,5729,5566
20220407,5335,5031
20220408,5790,5583
20220409,4184,4000
20220410,3842,3883
20220411,5481,5223
20220412,5450,5140
20220413,5162,4888
20220414,5349,4724
20220415,5740,5473
20220416,3871,3740
20220417,3662,3653
20220418,5383,5059
20220419,5254,4944
20220420,5208,4901
20220421,5028,4729
20220422,5664,5509
20220423,3669,3533
20220424,3436,3661
20220425,5088,4736
20220426,4936,4500
20220427,4840,4493
20220428,4885,4606
20220429,5402,5026
20220430,3532,3432
20220501,182,170
20220502,3265,3331
20220503,4473,4139
20220504,4385,4041
20220505,4703,4169
20220506,5098,4669
20220507,3205,3065
20220508,2680,2614
20220509,4416,4163
20220510,4262,4033
20220511,4287,3903
20220512,4128,3848
20220513,4416,4103
20220514,2448,2200
20220515,2172,2105
20220516,3852,3640
20220517,3847,3680
20220518,4059,3928
20220519,3997,3704
20220520,4363,4131
20220521,2937,2921
20220522,2417,2549
20220523,3993,3835
20220524,3984,3660
20220525,3800,3489
20220526,3856,3618
20220527,4138,3867
20220528,3091,3267
20220529,3328,3242
20220530,4275,3976
20220531,4063,3761
20220601,4521,4152
20220602,4900,4708
20220603,3732,3615
20220604,4016,3914
20220605,4268,3872
20220606,4651,4670
20220607,4569,4235
20220608,4289,4230
20220609,4431,4247
20220610,5385,5284
20220611,4592,4633
20220612,4277,4016
20220613,5434,5084
20220614,5347,5387
20220615,5180,5005
20220616,5355,5319
20220617,6591,6499
20220618,7738,7714
20220619,7011,6662
20220620,5249,5030
20220621,5110,4940
20220622,5232,5041
20220623,5280,4966
20220624,5949,5666
20220625,5022,4910
20220626,5019,4761
20220627,5401,5247
20220628,5611,5415
20220629,5614,5377
20220630,5984,5729
20220701,6321,5993
20220702,5173,5205
20220703,4769,4623
20220704,5520,5289
20220705,5586,5515
20220706,5929,5617
20220707,5793,5383
20220708,6365,6306
20220709,6184,6034
20220710,5770,5384
20220711,6044,5710
20220712,5742,5469
20220713,6086,5788
20220714,6020,5634
20220715,7000,6558
20220716,6649,6505
20220717,6200,5700
20220718,6177,5881
20220719,5934,5612
20220720,6059,5814
20220721,6166,5763
20220722,6844,6473
20220723,6409,6479
20220724,6181,5848
20220725,5884,5582
20220726,5862,5484
20220727,6265,5772
20220728,6094,5704
20220729,6978,6332
20220730,6203,6087
20220731,5984,5351
20220801,5929,5441
20220802,5769,5162
20220803,6111,5665
20220804,6252,5915
20220805,6896,6605
20220806,6729,6722
20220807,6393,5738
20220808,6400,6074
20220809,6550,6041
20220810,6528,6054
20220811,7957,7610
20220812,6953,6548
20220813,7340,6931
20220814,6735,6301
20220815,6466,5963
20220816,6710,6271
20220817,6600,6256
20220818,6399,6257
20220819,7479,6879
20220820,7560,7522
20220821,6935,6373
20220822,6716,6309
20220823,6584,6332
20220824,6584,6273
20220825,6402,6033
20220826,7410,6924
20220827,7099,6815
20220828,6458,5918
20220829,6262,5916
20220830,6511,6172
20220831,6564,6240
20220901,6097,5788
20220902,5807,5698
20220903,3666,3704
20220904,3729,3500
20220905,6432,6361
20220906,6416,6109
20220907,7244,6472
20220908,7584,7380
20220909,8003,7755
20220910,7236,6524
20220911,5600,5440
20220912,5850,5974
20220913,5764,5716
20220914,6751,6616
20220915,6701,6369
20220916,7838,7669
20220917,8784,8146
20220918,6837,6458
20220919,6383,6134
20220920,6464,6151
20220921,6554,6444
20220922,6741,6409
20220923,8008,7373
20220924,6258,6087
20220925,5498,5431
20220926,6264,6178
20220927,6368,6166
20220928,6791,6445
20220929,6912,6440
20220930,7823,7694
20221001,7897,7130
20221002,6616,6102
20221003,6480,6326
20221004,6352,6077
20221005,6364,6144
20221006,6612,6245
20221007,8168,7279
20221008,7166,6916
20221009,7668,6976
20221010,6625,6585
20221011,6645,6583
20221012,6244,6147
20221013,6409,6026
20221014,7435,7227
20221015,5796,5589
20221016,4591,4407
20221017,5798,5540
20221018,6057,5716
20221019,6401,6235
20221020,6833,6752
20221021,7958,7626
20221022,6553,6282
20221023,5570,5487
20221024,6753,6649
20221025,6820,6655
20221026,7020,7124
20221027,7081,6559
20221028,7891,7496
20221029,6062,5834
20221030,5111,4958
20221031,5911,5756
20221101,6193,5927
20221102,6772,6519
20221103,9300,7172
20221104,11751,8482
20221105,8666,7769
20221106,7842,6964
20221107,8005,6906
20221108,7182,6439
20221109,7674,6984
20221110,7860,7137
20221111,9580,8720
20221112,9990,9246
20221113,8280,7795
20221114,7556,7123
20221115,7207,6782
20221116,6986,6586
20221117,7845,7164
20221118,9110,8392
20221119,9148,9014
20221120,7524,7221
20221121,7470,7126
20221122,7263,6794
20221123,6911,6487
20221124,6846,6427
20221125,8571,8019
20221126,6803,6436
20221127,7781,7357
20221128,7597,7369
20221129,7549,7095
20221130,7099,6503
20221201,7021,6403
20221202,8531,7658
20221203,8338,8054
20221204,6710,6545
20221205,6973,6507
20221206,6963,6481
20221207,6958,6537
20221208,7246,6427
20221209,8386,7566
20221210,7775,7492
20221211,6410,6222
20221212,7129,6672
20221213,6955,6655
20221214,6883,6523
20221215,6960,6267
20221216,8514,7683
20221217,6418,6101
20221218,6883,6502
20221219,7241,7597
20221220,7954,7516
20221221,7031,6649
20221222,7431,6948
20221223,8919,8264
20221224,8124,7843
20221225,7586,6903
20221226,7458,7153
20221227,7353,6912
20221228,7088,6699
20221229,7161,6540
20221230,8785,7808
20221231,7867,6897
